+------------------------------------------------+
|Time of Transition |PID | Old State | New State |
|                74 |1102 |   WAITING |     READY |
|                74 |1102 |     READY |   RUNNING |
|                76 |1102 |   RUNNING |   WAITING |
|                79 |1105 |   WAITING |     READY |
|                79 |1105 |     READY |   RUNNING |
|                81 |1105 |   RUNNING |   WAITING |
|                82 |1102 |   WAITING |     READY |
|                82 |1102 |     READY |   RUNNING |
|                84 |1102 |   RUNNING |   WAITING |
|                87 |1105 |   WAITING |     READY |
|                87 |1105 |     READY |   RUNNING |
|                89 |1105 |   RUNNING |   WAITING |
|                90 |1102 |   WAITING |     READY |
|                90 |1102 |     READY |   RUNNING |
|                92 |1102 |   RUNNING |   WAITING |
|                95 |1105 |   WAITING |     READY |
|                95 |1105 |     READY |   RUNNING |
|                97 |1105 |   RUNNING |   WAITING |
|                98 |1102 |   WAITING |     READY |
|                98 |1102 |     READY |   RUNNING |
|               100 |1102 |   RUNNING |   WAITING |
|               103 |1105 |   WAITING |     READY |
|               103 |1105 |     READY |   RUNNING |
|               105 |1105 |   RUNNING |   WAITING |
|               106 |1102 |   WAITING |     READY |
|               106 |1102 |     READY |   RUNNING |
|               107 |1102 |   RUNNING |TERMINATED |
|               111 |1105 |   WAITING |     READY |
|               111 |1105 |     READY |   RUNNING |
|               113 |1105 |   RUNNING |   WAITING |
|               119 |1105 |   WAITING |     READY |
|               119 |1105 |     READY |   RUNNING |
|               121 |1105 |   RUNNING |   WAITING |
|               127 |1105 |   WAITING |     READY |
|               127 |1105 |     READY |   RUNNING |
|               129 |1105 |   RUNNING |   WAITING |
|               135 |1105 |   WAITING |     READY |
|               135 |1105 |     READY |   RUNNING |
|               136 |1105 |   RUNNING |TERMINATED |
+------------------------------------------------+
